year,class,task_id,answer,page_index,is_text_only,image_path,text
2012,3 und 4,C1,D,3,False,references/2012_3und4_C1.png,"C1 Märchenprinzessin Lea möchte heiraten, klug und sportlich soll ihr Mann sein. Kommt
ein Heiratskandidat, so setzt sie sich auf die oberste Stufe der 22 Stufen hohen
Schlosstreppe, und er muss von unten zu ihr hoch springen. Er darf entweder 3 Stufen
nach oben oder 4 Stufen nach unten springen und muss mit möglichst wenigen Sprün-
gen direkt auf ihrer 22. Stufe enden. Wie viele Sprünge sind dazu insgesamt nötig?
(A) 7
(B) 9
(C) 10
(D) 12
(E) 14"
2012,3 und 4,C2,B,3,False,references/2012_3und4_C2.png,"C2 Von Eriks Mitschülern sind doppelt so viele Mädchen wie Jungen. Welche der folgenden
Zahlen könnte die Anzahl aller Kinder in Eriks Klasse sein?
(A) 30
(B) 25
(C) 20
(D) 29
(E) 24"
2012,3 und 4,C3,B,4,False,references/2012_3und4_C3.png,"C3 Oleg bildet aus den Ziﬀern 1, 2, 3, 4, 5 und 6 zwei 3-stellige Zahlen. Dabei benutzt
er jede der Ziﬀern genau einmal. Dann addiert er die beiden Zahlen. Wie groß ist die
kleinste Summe, die er so erhalten kann?
(A) 369
(B) 381
(C) 390
(D) 480
(E) 579"
2012,3 und 4,C4,E,4,False,references/2012_3und4_C4.png,"C4 In einer Freistunde haben wir „Rechenschlangen“ erfunden, bei denen 2012 heraus-
kommt. Tom hat sich für seine „Rechenschlange“ eine Zahl ausgedacht und sie mit
sich selbst multipliziert. Vom Ergebnis hat er 9 abgezogen und dann nacheinander
mit 10 multipliziert, dann halbiert und dann noch einmal mit 10 multipliziert. Ganz
zuletzt hat er 12 addiert und 2012 erhalten. Welche Zahl hat Tom sich ausgedacht?
(A) 11
(B) 1
(C) 5
(D) 8
(E) 7"
2012,3 und 4,C5,B,4,False,references/2012_3und4_C5.png,"C5 Im Bild rechts ist ein Quader zu sehen, der aus 3 Bausteinen
gebaut ist. Jeder Baustein besteht aus 4 Würfeln. Für den kariert
gemusterten Baustein gibt es 2 Möglichkeiten. Welche?
1
2
3
4
5
(A) 1 und 2
(B) 1 und 4
(C) 2 und 5
(D) 3 und 5
(E) 1 und 5"
2012,3 und 4,C6,C,4,False,references/2012_3und4_C6.png,"C6 Die Zahl 14 ist als Summe von 6 ungeraden Zahlen zu schreiben, wobei die Reihen-
folge der Summanden dabei keine Rolle spielt. Wie viele Möglichkeiten gibt es dafür?
(A) 3
(B) 4
(C) 5
(D) 6
(E) 7"
2012,3 und 4,C7,E,4,False,references/2012_3und4_C7.png,"C7 Von einem rechteckigen Stück Papier, 192 mm lang und 84 mm breit, schneide ich mit
einem geraden Schnitt ein Quadrat ab. Vom Rest schneide ich wieder ein Quadrat
ab und wiederhole dieses Abschneiden, bis es nicht mehr möglich ist, ein Quadrat
abzuschneiden. Wie lang ist eine Seite des kleinsten Quadrats, das dabei entsteht?
(A) 1 mm
(B) 4 mm
(C) 6 mm
(D) 10 mm
(E) 12 mm"
2012,3 und 4,C8,C,4,False,references/2012_3und4_C8.png,"C8 In unserer Schule ist das Schachﬁeber ausgebrochen. Fast alle machen mit. Wer eine
Partie gewinnt, bekommt 3 Punkte, der Verlierer 0 Punkte. Beim Unentschieden
erhalten die beiden Spieler je einen Punkt. Anna aus meiner Klasse erzählt, dass sie
in 38 Partien 80 Punkte bekommen hat. Wie viele Partien hat sie höchstens verloren?
(A) 12
(B) 11
(C) 10
(D) 9
(E) 8"
2013,3 und 4,A1,E,1,False,references/2013_3und4_A1.png,"2
0
1
3
?
+
+
+
A1 Im Bild rechts zeigen die Pfeile, wie addiert werden soll.
Welche Zahl gehört an die Stelle des Fragezeichens?
(A) 2
(B) 3
(C) 4
(D) 5
(E) 6"
2013,3 und 4,A2,C,1,False,references/2013_3und4_A2.png,"Micha
Hagen
A2 Hagen will den gleichen Würfel wie Micha bauen, aber
ihm fehlen dazu einige kleine Würfel. Wie viele?
(A) 5
(B) 6
(C) 7
(D) 8
(E) 9"
2013,3 und 4,A3,B,1,False,references/2013_3und4_A3.png,"Micha
Hagen
A3 Beim Stadtsportfest gewann unsere Schule 7-mal Gold, 9-mal Silber und 5-mal Bronze.
Die Siegerschule brachte es sogar auf 8-mal Gold, 14-mal Silber und 4-mal Bronze.
Wie viele Medaillen gewann die Siegerschule insgesamt mehr als unsere Schule?
(A) 3
(B) 5
(C) 6
(D) 7
(E) 9"
2013,3 und 4,A4,D,1,False,references/2013_3und4_A4.png,"A4 Die Fenster im Haus gegenüber haben an den vergangenen 5 Tagen unterschiedlich
ausgesehen. An welchem Tag waren die meisten Jalousien vollständig heruntergelassen?
(A)
Montag
(B) Dienstag
(C) Mittwoch
(D)Donnerstag
(E)
Freitag"
2013,3 und 4,A5,D,2,False,references/2013_3und4_A5.png,"A5 Anastasia, die Perlenkünstlerin, ist dabei, 20 Perlen mit glitzernden Farben zu bemalen.
Die Hälfte der Perlen hat sie schon glitzergrün bemalt. Die 3 größten Perlen hat sie
ganz golden bemalt. Die übrigen Perlen werden feuerrot. Wie viele sind das?
(A) 4
(B) 5
(C) 6
(D) 7
(E) 8"
2013,3 und 4,A6,D,2,False,references/2013_3und4_A6.png,"A6 Jedes Mal, wenn Pinocchio schwindelt, wächst seine Nase um 6 cm. Jedes Mal, wenn
er die Wahrheit spricht, wird sie 2 cm kürzer. Gestern früh war seine Nase 9 cm lang.
Danach hat er bis zum Mittag 3-mal geschwindelt und 2-mal die Wahrheit gesagt.
Wie lang war seine Nase beim Mittagessen?
(A) 10 cm
(B) 14 cm
(C) 19 cm
(D) 23 cm
(E) 25 cm"
2013,3 und 4,A7,B,2,False,references/2013_3und4_A7.png,"A
B
C
D
E
A7 Wenn Paco im Park seinen Hund ausführt, ändert er an jeder
Kreuzung die Richtung, damit es interessanter ist. Heute ist er
in Pfeilrichtung losgegangen und dann nach rechts, nach links,
nach links, nach rechts, nach links, nach links. Wo ist er dann?
(A) bei A
(B) bei B
(C) bei C
(D) bei D
(E) bei E"
2013,3 und 4,A8,C,2,False,references/2013_3und4_A8.png,"A8 Für die Torte zu Aschenbrödels Hochzeit geht der Koch auf den Markt, um 30 frische
Eier zu kaufen. Da steht die Eier-Marie und bietet Eier in Körbchen zu 6 oder 8 oder
9 Stück an. Wie viele Körbchen muss der Koch mindestens kaufen?
(A) 2
(B) 3
(C) 4
(D) 5
(E) 7
4-Punkte-Aufgaben"
2013,3 und 4,B1,C,2,False,references/2013_3und4_B1.png,"B1 Von den unten abgebildeten Teilen gibt es genau eines, das mit dem
rechts abgebildeten Teil zusammen ein Rechteck ergibt. Welches ist das?
(A)
(B)
(C)
(D)
(E)"
2013,3 und 4,B2,E,2,False,references/2013_3und4_B2.png,"B2 Unsere Mathematiklehrerin hat die Zahl 325 an die Tafel geschrieben. Wir wollen
Eigenschaften dieser Zahl ﬁnden. Emma sagt: „Alle Ziﬀern sind verschieden.“
Antoni sagt: „Die Zahl ist 3-stellig.“ Fanny sagt: „Die Summe der 3 Ziﬀern ist 10.“
Linda sagt: „Die Einerziﬀer ist 5.“ Wer hat sich geirrt?
(A) Emma
(B) Antoni
(C) Fanny
(D) Linda
(E) niemand"
2013,3 und 4,B3,A,3,False,references/2013_3und4_B3.png,"B3 Bei unserer ersten Klassenfahrt waren wir 24 Kinder. Am 2. Tag gab es ein Schach-
turnier mit 12 Teilnehmern und ein Tischtennisturnier mit 16 Teilnehmern. Alle haben
mitgemacht, einige sogar bei beiden Turnieren. Wie viele waren bei beiden dabei?
(A) 4
(B) 5
(C) 6
(D) 7
(E) 8"
2013,3 und 4,B4,D,3,False,references/2013_3und4_B4.png,"B4 Jonas war heute schon 25 Minuten vor Beginn der Judo-AG in der Turnhalle. Leo kam
ganz pünktlich um 15:45. Er wurde dort von Tobias erwartet, der eine Viertelstunde
nach Jonas eingetroﬀen war. Wann kam Tobias?
(A) um 15:05
(B) um 15:20
(C) um 15:30
(D) um 15:35
(E) um 15:55"
2013,3 und 4,B5,B,3,False,references/2013_3und4_B5.png,"B5 Caroline hat ein neues Kartenspiel. Sie mischt und verteilt alle 36 Karten. Jeder Mit-
spieler bekommt dieselbe Anzahl. Wie viele Mitspieler sind es gewiss nicht?
(A) 9
(B) 8
(C) 6
(D) 4
(E) 3"
2013,3 und 4,B6,D,3,False,references/2013_3und4_B6.png,"B6 Nach dem Mathetest sprechen Yuri und Birte über die 5 Aufgaben. „Die 1. Aufgabe
war leichter als die 3., aber schwerer als die 2.“, meint Yuri. „Stimmt“, sagt Birte,
„und die 5. Aufgabe fand ich schwerer als die 3., aber leichter als die 4.“ Yuri ist
derselben Meinung. Welche Aufgabe war für Yuri und Birte die schwierigste?
(A) die 1.
(B) die 2.
(C) die 3.
(D) die 4.
(E) die 5."
2013,3 und 4,B7,C,3,False,references/2013_3und4_B7.png,"B7 Ich bin versehentlich mit dem Besen gegen den rechteckigen Spiegel im Bad
gestoßen, und er ist kaputt gegangen. Ein großes Stück ist dabei hinter den
Schrank gerutscht. Wie sieht dieses Stück aus?
(A)
(B)
(C)
(D)
(E)"
2013,3 und 4,B8,B,3,False,references/2013_3und4_B8.png,"B8 Die Zahl 35 kann ohne Rest durch ihren Einer 5 geteilt werden, denn 35 : 5 = 7. Das ist
eine besondere Eigenschaft, 38 ist beispielsweise nicht durch ihren Einer 8 teilbar.
Wie viele der Zahlen 22, 23, 24, 25, 26, 27, 28 und 29 sind durch ihren Einer teilbar?
(A) 2
(B) 3
(C) 4
(D) 5
(E) 6
5-Punkte-Aufgaben"
2013,3 und 4,C1,E,3,False,references/2013_3und4_C1.png,"g
C1 Mit welchem der unten abgebildeten Teile lässt sich die größte Zahl
von Punkten auf dem rechts abgebildeten Spielbrett überdecken?
(A)
(B)
(C)
(D)
(E)"
2013,3 und 4,C2,D,4,False,references/2013_3und4_C2.png,"C2 Artur, Egon, Ivo und Ole sind im selben Jahr geboren, einer am 19. April, einer am
12. Mai, einer am 12. Juni und einer am 25. Juni. Artur und Egon sind im selben Monat
geboren, Artur und Ivo in verschiedenen Monaten, aber mit demselben Tagesdatum.
Welcher der 4 Jungen ist am ältesten?
(A) Artur
(B) Egon
(C) Ivo
(D) Ole
(E)
Das kann
nicht ermit-
telt werden."
2013,3 und 4,C3,E,4,False,references/2013_3und4_C3.png,"C3 Nadja mag ihren Kater Pepe sehr und beobachtet ihn genau. Pepe hat im Dezember
genau 3 Wochen geschlafen. Wie viele Stunden war Pepe im Dezember wach?
(A) (31 −7) · 3 · 24
(B) (31 −7) · 24
(C) (31 −7 · 3) · 24 · 60
(D) (30 −7 · 3) · 24
(E) (31 −7 · 3) · 24"
2013,3 und 4,C4,D,4,False,references/2013_3und4_C4.png,"C4 Meine Großeltern haben sich einen Teppich gekauft, der 90 cm
breit und 1,50 m lang ist. Wie im Bild zu sehen, wechseln sich
Quadrate mit Sonne und Mond im Muster ab. Wie viele Monde
sind auf dem ausgebreiteten Teppich insgesamt zu sehen?
(A) 60
(B) 63
(C) 65
(D) 67
(E) 68"
2013,3 und 4,C5,C,4,False,references/2013_3und4_C5.png,"C5 Dora hat 7 Dominosteine:
Sie will möglichst viele so in eine Reihe legen, dass sich benachbarte Steine mit dersel-
ben Punktzahl berühren. Wie viele der 7 Steine kann Dora dafür höchstens verwenden?
(A) 3
(B) 4
(C) 5
(D) 6
(E) 7"
2013,3 und 4,C6,A,4,False,references/2013_3und4_C6.png,"C6 In mein Matheheft habe ich eine Additionsaufgabe geschrieben. Die Summe ist 2013.
Welche Zahlen ich addiert habe, weiß ich nicht mehr. Aber ich erinnere mich, dass sie
nur aus den Ziﬀern 0 und 1 bestanden. Wie viele Zahlen habe ich mindestens addiert?
(A) 3
(B) 4
(C) 6
(D) 10
(E) 13"
2013,3 und 4,C7,B,4,False,references/2013_3und4_C7.png,"C7 Udo möchte aus Teilen wie dem abgebildeten ein vollständiges
Quadrat legen. Wie viele solche Teile braucht er mindestens?
(A) 2
(B) 4
(C) 6
(D) 8
(E) 16"
2013,3 und 4,C8,A,4,False,references/2013_3und4_C8.png,"C8 „Na, wie war’s?“, ruft meine Mutter aus dem Garten, als ich vom Pilzesammeln komme.
Ich breite die Pilze auf dem Tisch aus und rufe zurück: „Mehr als die Hälfte sind
Maronen. Drei davon sind leider madig, und diese drei sind mehr als ein Viertel der
Maronen.“ „Dann weiß ich, wie viele Pilze du höchstens gesammelt hast“, ruft meine
Mutter. Es sind
(A) 21
(B) 14
(C) 19
(D) 24
(E) 16"
2014,3 und 4,A1,E,1,False,references/2014_3und4_A1.png,"A1 20 −14 + 2 −0 + 1 −4 =
(A) 21
(B) 15
(C) 13
(D) 9
(E) 5"
2014,3 und 4,A2,D,1,False,references/2014_3und4_A2.png,"A2 Welche der fünf Zeichnungen unten zeigt einen Ausschnitt der
Zeichnung rechts?
(A)
(B)
(C)
(D)
(E)"
2014,3 und 4,A3,D,1,False,references/2014_3und4_A3.png,"A3 Onkel Oskar gießt im Sommer seine Blumen zweimal täglich, einmal am Morgen und
einmal am Abend. Wie oft gießt Onkel Oskar die Blumen im Laufe von 2 Wochen?
(A) 14-mal
(B) 18-mal
(C) 24-mal
(D) 28-mal
(E) 30-mal
1
2
3
4
5"
2014,3 und 4,A4,C,1,False,references/2014_3und4_A4.png,"A4 Zwei der fünf Häuser wurden aus
denselben Figuren gelegt. Welche?
(A) 1 und 4
(B) 2 und 4
(C) 1 und 3
(D) 4 und 5
(E) 1 und 5"
2014,3 und 4,A5,B,1,False,references/2014_3und4_A5.png,"A5 Um 14:20 Uhr steigen wir in Hamburg in den Zug nach Basel. Um 20:14 Uhr kommen
wir an. Wie viele Minuten sind wir unterwegs?
(A) 344
(B) 354
(C) 364
(D) 374
(E) 384"
2014,3 und 4,A6,A,1,False,references/2014_3und4_A6.png,"?
A6 Welches Teil passt in die Lücke, sodass
2 durchgehende Linien entstehen?
(A)
(B)
(C)
(D)
(E)"
2014,3 und 4,A7,A,2,False,references/2014_3und4_A7.png,"6 −5
2 −2
8 −6
11 −8
17 −12
13 −9
A7 Luise löst die 6 Aufgaben rechts und erhält als Ergebnisse die
Zahlen 0, 1, 2, 3, 4, 5. Sie verbindet die Aufgabenkästchen in
der Reihenfolge der Ergebnisse von 0 bis 5. Wie sieht das aus?
(A)
(B)
(C)
(D)
(E)"
2014,3 und 4,A8,E,2,False,references/2014_3und4_A8.png,"1
1
2
2
64
A8 Nikolai füllt die Zahlenpyramide aus. Als er fertig ist, steht in jedem
grauen Kästchen das Produkt der beiden Zahlen darunter. Welche Zahl
hat er in das dick umrandete Kästchen eingetragen?
(A) 0
(B) 1
(C) 2
(D) 4
(E) 8
4-Punkte-Aufgaben"
2014,3 und 4,B1,E,2,False,references/2014_3und4_B1.png,"B1 Herr Wiese hat von innen einen Strauß an das Schaufenster seines
Blumenladens gemalt (siehe Bild). Wie sieht der Strauß von draußen aus?
(A)
(B)
(C)
(D)
(E)"
2014,3 und 4,B2,B,2,False,references/2014_3und4_B2.png,"B2 Ich habe 20-Cent-Münzen, 10-Cent-Münzen, 2-Cent-Münzen und 1-Cent-Münzen.
Du darfst dir von einer Sorte eine Münze, von einer 2. Sorte 2 Münzen und von einer
3. Sorte 3 Münzen nehmen. Wie viel Cent kannst du dir höchstens nehmen?
(A) 96 Cent
(B) 82 Cent
(C) 75 Cent
(D) 62 Cent
(E) 61 Cent"
2014,3 und 4,B3,C,2,False,references/2014_3und4_B3.png,"30
50
70
B3 Wilhelm triﬀt zweimal die abgebildete Zielscheibe. Für jeden Treﬀer
bekommt er die entsprechende Punktzahl. Welche der folgenden Zahlen
kann nicht die Summe seiner Treﬀerpunkte sein?
(A) 60
(B) 80
(C) 90
(D) 100
(E) 140"
2014,3 und 4,B4,E,2,False,references/2014_3und4_B4.png,"B4 Mutter Maus hat eine Packung Käsewürfel gefunden. Die teilt sie unter ihren Söhnen
auf. Der älteste bekommt die Hälfte. Der zweitälteste bekommt die Hälfte vom Rest.
Der drittälteste bekommt die Hälfte der restlichen Käsewürfel. Jetzt sind noch 6 Käse-
würfel übrig, die bekommt der jüngste. Wie viele Käsewürfel waren in der Packung?
(A) 12
(B) 18
(C) 20
(D) 24
(E) 48"
2014,3 und 4,B5,B,3,False,references/2014_3und4_B5.png,"?
B5 Welches Teil muss angelegt werden, damit im vollständigen 3 × 3-Feld
die hellgraue Fläche ebenso groß ist wie die dunkelgraue?
(A)
(B)
(C)
(D)
(E)"
2014,3 und 4,B6,A,3,False,references/2014_3und4_B6.png,"1
2
3
B6 Janoš hat Muscheln gesammelt. Er legt daraus Dreiecke.
Im 1. Dreieck sind 3 Muscheln. In jedes weitere Dreieck
legt er jeweils eine Reihe Muscheln mehr. Wie viele
Muscheln braucht Janoš für das 6. Dreieck?
(A) 28
(B) 27
(C) 25
(D) 24
(E) 21"
2014,3 und 4,B7,D,3,False,references/2014_3und4_B7.png,"B7 Im Ferienlager haben die Kinder gelernt, wie man einen Kranich faltet. Adam hat nicht
so viele gefaltet wie Nele, allerdings mehr als Iris. Otto hat mehr Kraniche gefaltet
als Adam und mehr als Nele. Lulu hat zwar mehr Kraniche als Nele gefaltet, jedoch
weniger als Otto. Welches der Kinder hat die meisten Kraniche gefaltet?
(A) Adam
(B) Nele
(C) Iris
(D) Otto
(E) Lulu"
2014,3 und 4,B8,C,3,False,references/2014_3und4_B8.png,"B8 Der abgebildete Körper besteht aus 8 gleich großen Würfeln. Wie sieht
er von oben aus?
(A)
(B)
(C)
(D)
(E)
5-Punkte-Aufgaben"
2014,3 und 4,C1,B,3,False,references/2014_3und4_C1.png,"C1 Yona will mit den 4 Teilen
die Figur
rechts ausfüllen. Wohin muss sie das erste Teil legen?
(A)
(B)
(C)
(D)
(E)"
2014,3 und 4,C2,C,3,False,references/2014_3und4_C2.png,"C2 Kai wollte mit Magnetbuchstaben die Nachricht BIN BEI ANTON an den Kühlschrank
heften. Aber die Buchstaben kamen durcheinander. TON EIB ANBIN ist jetzt zu lesen.
„So ein Quatsch“, denkt Kai und tauscht Schritt für Schritt immer 2 Buchstaben
gegeneinander aus, bis es richtig ist. Wie oft muss er mindestens tauschen?
(A) 2-mal
(B) 3-mal
(C) 4-mal
(D) 5-mal
(E) 6-mal"
2014,3 und 4,C3,C,4,False,references/2014_3und4_C3.png,"C3 Die Kinder im Hort proben für das Theaterstück „Schneewittchen“. Die 7 Zwerge
werden von Jungen und Mädchen gespielt. In ihren Kostümen stehen sie im Kreis.
Nirgendwo stehen 2 Jungen nebeneinander und nirgendwo stehen 3 Mädchen neben-
einander. Wie viele der 7 Zwerge werden von Mädchen gespielt?
(A) 2
(B) 3
(C) 4
(D) 5
(E) 6"
2014,3 und 4,C4,D,4,False,references/2014_3und4_C4.png,"C4 In der rechts abgebildeten Figur male ich einige Felder grau aus.
Dabei darf nirgendwo ein graues 2×2-Quadrat
entstehen.
Wie viele Felder kann ich dann höchstens grau ausmalen?
(A) 18
(B) 19
(C) 20
(D) 21
(E) 22"
2014,3 und 4,C5,B,4,False,references/2014_3und4_C5.png,"C5 Olli hat zu Weihnachten ein Kaninchen bekommen. Sein Vater passt auf, dass das
Kaninchen gesund ernährt wird. Olli darf täglich füttern: entweder 9 Petersilienstängel
oder 2 Möhren oder eine Möhre und 4 Petersilienstängel. Letzte Woche hat Olli
30 Petersilienstängel verfüttert. Wie viele Möhren hat er letzte Woche verfüttert?
(A) 6
(B) 7
(C) 8
(D) 9
(E) 10"
2014,3 und 4,C6,D,4,False,references/2014_3und4_C6.png,"+
C6 Benjamin verteilt die Ziﬀern 0, 1, 2, 3, 4, 5 und 6 so auf die Kästchen,
dass eine richtige Additionsaufgabe entsteht. Welche der Ziﬀern muss
er in das graue Kästchen schreiben?
(A) 2
(B) 3
(C) 4
(D) 5
(E) 6"
2014,3 und 4,C7,A,4,False,references/2014_3und4_C7.png,"A
B
C
D
E
C7 Camilla hat ein Stück Karopapier in 5 Teile geteilt. Nun möchte
sie die Teile nach der Größe ihrer Fläche ordnen. Wie lautet
die richtige Reihenfolge, wenn Camilla mit der kleinsten Fläche
beginnt?
(A) A–B–D–C–E
(B) D–A–C–B–E
(C) A–D–C–B–E
(D) C–A–E–D–B
(E) A–D–E–B–C"
2014,3 und 4,C8,D,4,False,references/2014_3und4_C8.png,"1
4
2
3
?
C8 In die leeren Felder der Figur hat Cathy die Zahlen 5, 6, 7, 8 und 9
eingetragen. Die Summe der Zahlen in den Nachbarfeldern der 5
ist 13. Die Summe der Zahlen in den Nachbarfeldern der 6 ist auch 13.
Welche Zahl hat Cathy in das mittlere Feld geschrieben?
(Nachbarfelder sind alle waagerecht oder senkrecht angrenzenden Felder.)
(A) 5
(B) 6
(C) 7
(D) 8
(E) 9"
2015,3 und 4,A1,E,1,False,references/2015_3und4_A1.png,"2
−0
+ 1
· 5
?
A1 Was ist das Ergebnis der Rechenaufgabe
mit den Ziﬀern der Jahreszahl?
(A) 6
(B) 7
(C) 8
(D) 10
(E) 15"
2015,3 und 4,A2,A,1,False,references/2015_3und4_A2.png,"A2 Hanna hat 10 gleiche Leisten mit je 10 Löchern. Sie schraubt immer 2 Leisten
zu einer Schiene zusammen. Welche Schiene ist am längsten?
(A)
(B)
(C)
(D)
(E)"
2015,3 und 4,A3,A,1,False,references/2015_3und4_A3.png,"A3 Oma Anita strickt jedem ihrer 3 Enkelsöhne ein Paar grüne Socken und jeder ihrer
4 Enkeltöchter ein Paar gelbe Socken. Wie viele Socken strickt sie insgesamt?
(A) 14
(B) 15
(C) 16
(D) 17
(E) 18"
