model,task_id,year,class,original_task_id,math_category,is_text_only,ground_truth,prediction,is_correct,format_valid,error_type,inference_time,input_tokens,raw_output,reasoning,error
Ovis2.5-9B-vLLM,1998_5und6_B6,1998,5und6,B6,Geometrie,False,C,E,False,True,,0.22940000000000002,470.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_5und6_B7,1998,5und6,B7,Geometrie,False,C,D,False,True,,0.2404,562.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_5und6_B8,1998,5und6,B8,Arithmetik,True,C,D,False,True,,0.20450000000000002,322.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_5und6_B9,1998,5und6,B9,Stochastik,True,D,D,True,True,,0.2071,337.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_5und6_B10,1998,5und6,B10,Geometrie,False,B,D,False,True,,0.2599,654.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_5und6_C2,1998,5und6,C2,Arithmetik,True,D,D,True,True,,0.23650000000000002,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_5und6_C3,1998,5und6,C3,Arithmetik,True,C,C,True,True,,0.2099,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_5und6_C4,1998,5und6,C4,Arithmetik,True,E,C,False,True,,0.2063,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_5und6_C6,1998,5und6,C6,Algebra,False,E,D,False,True,,0.2333,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_5und6_C7,1998,5und6,C7,Stochastik,True,E,D,False,True,,0.2117,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_5und6_C10,1998,5und6,C10,Geometrie,False,B,C,False,True,,0.2162,430.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_7und8_A1,1998,7und8,A1,Stochastik,False,B,B,True,True,,0.2141,378.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_7und8_A2,1998,7und8,A2,Arithmetik,True,B,C,False,True,,0.2086,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_7und8_A3,1998,7und8,A3,unknown,False,C,E,False,True,,0.2283,470.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_7und8_A4,1998,7und8,A4,Arithmetik,True,A,D,False,True,,0.1968,314.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_7und8_A5,1998,7und8,A5,Geometrie,False,B,C,False,True,,0.26080000000000003,654.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_7und8_A6,1998,7und8,A6,Geometrie,False,C,D,False,True,,0.21230000000000002,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_7und8_A7,1998,7und8,A7,Stochastik,True,A,D,False,True,,0.2349,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_7und8_A8,1998,7und8,A8,Geometrie,False,E,E,True,True,,0.21180000000000002,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_7und8_A10,1998,7und8,A10,Geometrie,False,A,D,False,True,,0.1963,302.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_7und8_B1,1998,7und8,B1,Stochastik,True,A,B,False,True,,0.21080000000000002,378.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_7und8_B2,1998,7und8,B2,Stochastik,True,B,D,False,True,,0.2076,337.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_7und8_B3,1998,7und8,B3,unknown,False,A,B,False,True,,0.28340000000000004,746.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_7und8_B4,1998,7und8,B4,Geometrie,False,D,D,True,True,,0.2069,332.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_7und8_B6,1998,7und8,B6,Stochastik,True,C,D,False,True,,0.22790000000000002,470.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_7und8_B7,1998,7und8,B7,unknown,False,B,C,False,True,,0.2884,792.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_7und8_B8,1998,7und8,B8,Geometrie,True,D,C,False,True,,0.218,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_7und8_B9,1998,7und8,B9,Algebra,True,E,E,True,True,,0.21250000000000002,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_7und8_B10,1998,7und8,B10,Arithmetik,True,C,D,False,True,,0.2268,470.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_7und8_C1,1998,7und8,C1,Stochastik,True,C,C,True,True,,0.2084,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_7und8_C2,1998,7und8,C2,Arithmetik,True,E,D,False,True,,0.2074,332.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_7und8_C3,1998,7und8,C3,Geometrie,True,C,D,False,True,,0.2318,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_7und8_C4,1998,7und8,C4,Stochastik,True,A,B,False,True,,0.23370000000000002,516.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_7und8_C5,1998,7und8,C5,unknown,True,B,D,False,True,,0.2348,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_7und8_C6,1998,7und8,C6,Geometrie,False,C,E,False,True,,0.2882,792.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_7und8_C7,1998,7und8,C7,Geometrie,False,D,A,False,True,,0.2121,378.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1998_7und8_C8,1998,7und8,C8,Stochastik,True,E,B,False,True,,0.2061,332.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_7und8_C9,1998,7und8,C9,Algebra,True,A,E,False,True,,0.2122,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_7und8_C10,1998,7und8,C10,Algebra,True,B,D,False,True,,0.2059,327.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_9und10_A1,1998,9und10,A1,unknown,False,C,E,False,True,,0.2341,516.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_9und10_A2,1998,9und10,A2,unknown,False,D,D,True,True,,0.2343,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_9und10_A3,1998,9und10,A3,Geometrie,True,C,D,False,True,,0.196,310.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_9und10_A4,1998,9und10,A4,Geometrie,True,A,E,False,True,,0.20550000000000002,342.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_9und10_A6,1998,9und10,A6,Geometrie,False,A,E,False,True,,0.2149,406.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_9und10_A7,1998,9und10,A7,Algebra,True,E,E,True,True,,0.2074,347.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_9und10_A8,1998,9und10,A8,Stochastik,True,D,D,True,True,,0.2117,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_9und10_A9,1998,9und10,A9,Algebra,True,B,B,True,True,,0.2149,424.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_9und10_A10,1998,9und10,A10,Geometrie,False,C,C,True,True,,0.2155,430.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_9und10_B1,1998,9und10,B1,Arithmetik,True,C,D,False,True,,0.2331,470.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_9und10_B2,1998,9und10,B2,Geometrie,True,D,C,False,True,,0.20620000000000002,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_9und10_B3,1998,9und10,B3,Stochastik,True,A,D,False,True,,0.1973,306.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_9und10_B4,1998,9und10,B4,Algebra,True,C,E,False,True,,0.1978,314.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_9und10_B5,1998,9und10,B5,Arithmetik,True,D,E,False,True,,0.2146,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_9und10_B6,1998,9und10,B6,Stochastik,True,D,C,False,True,,0.2543,608.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_9und10_B7,1998,9und10,B7,Algebra,True,D,D,True,True,,0.2821,746.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_9und10_B8,1998,9und10,B8,Geometrie,True,E,C,False,True,,0.2094,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_9und10_B9,1998,9und10,B9,Stochastik,True,A,B,False,True,,0.23440000000000003,516.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_9und10_B10,1998,9und10,B10,Geometrie,True,D,A,False,True,,0.2526,597.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1998_9und10_C1,1998,9und10,C1,Geometrie,True,C,D,False,True,,0.2076,332.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_9und10_C2,1998,9und10,C2,Geometrie,True,B,E,False,True,,0.2275,462.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_9und10_C3,1998,9und10,C3,Geometrie,False,A,E,False,True,,0.2404,562.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_9und10_C4,1998,9und10,C4,Geometrie,True,D,E,False,True,,0.20750000000000002,332.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_9und10_C5,1998,9und10,C5,Geometrie,True,A,C,False,True,,0.2079,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_9und10_C6,1998,9und10,C6,Algebra,True,D,D,True,True,,0.2058,332.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_9und10_C7,1998,9und10,C7,Algebra,True,C,D,False,True,,0.1965,306.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_9und10_C8,1998,9und10,C8,Algebra,True,C,E,False,True,,0.2079,332.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_9und10_C9,1998,9und10,C9,Stochastik,True,B,B,True,True,,0.2076,332.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_9und10_C10,1998,9und10,C10,Stochastik,True,C,D,False,True,,0.23340000000000002,507.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_A2,1998,11bis13,A2,Geometrie,False,D,A,False,True,,0.2411,552.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_A10,1998,11bis13,A10,Algebra,False,D,C,False,True,,0.3019,838.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_B1,1998,11bis13,B1,Stochastik,True,A,E,False,True,,0.20400000000000001,322.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_B2,1998,11bis13,B2,Algebra,True,A,C,False,True,,0.2286,470.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_B3,1998,11bis13,B3,Geometrie,True,D,A,False,True,,0.24070000000000003,562.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_B4,1998,11bis13,B4,Algebra,True,B,C,False,True,,0.2646,654.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_B6,1998,11bis13,B6,Algebra,False,B,B,True,True,,0.2882,792.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_B7,1998,11bis13,B7,Algebra,True,B,B,True,True,,0.21450000000000002,332.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_B8,1998,11bis13,B8,Algebra,True,A,B,False,True,,0.2068,332.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_B9,1998,11bis13,B9,Stochastik,True,A,A,True,True,,0.23820000000000002,552.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_B10,1998,11bis13,B10,Arithmetik,True,B,E,False,True,,0.2082,337.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_C1,1998,11bis13,C1,Algebra,True,C,B,False,True,,0.233,516.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_C2,1998,11bis13,C2,Algebra,True,E,A,False,True,,0.229,470.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_C3,1998,11bis13,C3,Geometrie,False,C,C,True,True,,0.2617,654.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_C4,1998,11bis13,C4,Stochastik,True,D,E,False,True,,0.2084,332.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_C5,1998,11bis13,C5,Geometrie,True,E,C,False,True,,0.23190000000000002,470.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_C6,1998,11bis13,C6,Geometrie,True,C,C,True,True,,0.2066,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_C7,1998,11bis13,C7,Stochastik,False,A,E,False,True,,0.241,562.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_C8,1998,11bis13,C8,Algebra,True,E,D,False,True,,0.2086,332.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_C9,1998,11bis13,C9,,True,E,C,False,True,,0.20670000000000002,337.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1998_11bis13_C10,1998,11bis13,C10,,True,D,B,False,True,,0.22890000000000002,462.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1999_3und4_A1,1999,3und4,A1,Arithmetik,True,C,C,True,True,,0.20770000000000002,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_3und4_A2,1999,3und4,A2,Algebra,True,C,C,True,True,,0.21230000000000002,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_3und4_A3,1999,3und4,A3,Algebra,True,E,E,True,True,,0.20700000000000002,332.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_3und4_A4,1999,3und4,A4,Stochastik,False,E,C,False,True,,0.232,470.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_3und4_A5,1999,3und4,A5,Stochastik,True,B,B,True,True,,0.1988,302.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1999_3und4_B1,1999,3und4,B1,Arithmetik,False,C,B,False,True,,0.214,378.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1999_3und4_B2,1999,3und4,B2,Arithmetik,True,D,D,True,True,,0.2122,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_3und4_B3,1999,3und4,B3,Arithmetik,True,B,E,False,True,,0.2393,562.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_3und4_B4,1999,3und4,B4,Arithmetik,True,D,E,False,True,,0.20600000000000002,332.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_3und4_B5,1999,3und4,B5,Arithmetik,True,D,D,True,True,,0.2073,330.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_3und4_C1,1999,3und4,C1,Algebra,True,A,A,True,True,,0.2073,332.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1999_3und4_C2,1999,3und4,C2,Arithmetik,True,B,C,False,True,,0.21910000000000002,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_3und4_C3,1999,3und4,C3,Arithmetik,True,D,D,True,True,,0.2172,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_3und4_C4,1999,3und4,C4,Geometrie,True,A,C,False,True,,0.2114,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_3und4_C5,1999,3und4,C5,Geometrie,False,E,C,False,True,,0.2634,672.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_5und6_A1,1999,5und6,A1,Arithmetik,True,B,C,False,True,,0.2079,347.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_5und6_A2,1999,5und6,A2,Geometrie,False,D,D,True,True,,0.3249,930.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_5und6_A3,1999,5und6,A3,Arithmetik,True,B,B,True,True,,0.2073,347.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1999_5und6_A4,1999,5und6,A4,Stochastik,True,E,E,True,True,,0.2131,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_5und6_A5,1999,5und6,A5,Stochastik,False,A,A,True,True,,0.20620000000000002,332.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1999_5und6_A6,1999,5und6,A6,Arithmetik,True,C,C,True,True,,0.242,562.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_5und6_A7,1999,5und6,A7,Arithmetik,False,D,C,False,True,,0.2209,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_5und6_A8,1999,5und6,A8,Arithmetik,True,E,E,True,True,,0.20800000000000002,332.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_5und6_A9,1999,5und6,A9,Geometrie,False,E,E,True,True,,0.21730000000000002,424.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_5und6_A10,1999,5und6,A10,Arithmetik,True,B,D,False,True,,0.19740000000000002,302.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_5und6_B1,1999,5und6,B1,Stochastik,True,B,C,False,True,,0.2164,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_5und6_B2,1999,5und6,B2,Geometrie,False,A,C,False,True,,0.21580000000000002,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_5und6_B3,1999,5und6,B3,Algebra,True,C,C,True,True,,0.21330000000000002,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_5und6_B4,1999,5und6,B4,Arithmetik,True,D,E,False,True,,0.2074,332.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_5und6_B5,1999,5und6,B5,Arithmetik,True,B,D,False,True,,0.2111,368.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_5und6_B6,1999,5und6,B6,Geometrie,True,A,A,True,True,,0.2132,378.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1999_5und6_B7,1999,5und6,B7,Arithmetik,False,E,B,False,True,,0.20750000000000002,337.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1999_5und6_B8,1999,5und6,B8,Geometrie,False,C,D,False,True,,0.23450000000000001,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_5und6_B9,1999,5und6,B9,Geometrie,True,C,B,False,True,,0.216,424.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1999_5und6_B10,1999,5und6,B10,Algebra,True,B,D,False,True,,0.2162,422.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_5und6_C1,1999,5und6,C1,Arithmetik,True,D,D,True,True,,0.2086,332.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_5und6_C2,1999,5und6,C2,Arithmetik,True,E,B,False,True,,0.21760000000000002,424.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1999_5und6_C3,1999,5und6,C3,Arithmetik,True,A,C,False,True,,0.2189,444.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_5und6_C4,1999,5und6,C4,Algebra,False,B,A,False,True,,0.2167,424.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1999_5und6_C5,1999,5und6,C5,Arithmetik,True,A,D,False,True,,0.213,378.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_5und6_C6,1999,5und6,C6,Arithmetik,True,C,E,False,True,,0.2136,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_5und6_C7,1999,5und6,C7,Stochastik,True,D,A,False,True,,0.2635,654.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1999_5und6_C9,1999,5und6,C9,Arithmetik,False,B,E,False,True,,0.2189,444.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_5und6_C10,1999,5und6,C10,Geometrie,False,B,C,False,True,,0.2165,406.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_7und8_A1,1999,7und8,A1,Arithmetik,True,D,B,False,True,,0.2069,332.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1999_7und8_A2,1999,7und8,A2,Geometrie,False,D,D,True,True,,0.2398,562.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_7und8_A3,1999,7und8,A3,Algebra,True,B,D,False,True,,0.2321,516.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_7und8_A4,1999,7und8,A4,Geometrie,False,D,D,True,True,,0.21680000000000002,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_7und8_A5,1999,7und8,A5,Arithmetik,True,A,E,False,True,,0.2131,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_7und8_A6,1999,7und8,A6,Geometrie,True,B,B,True,True,,0.20800000000000002,342.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1999_7und8_A7,1999,7und8,A7,Arithmetik,True,B,C,False,True,,0.2348,516.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_7und8_A8,1999,7und8,A8,Arithmetik,True,C,C,True,True,,0.2117,378.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_7und8_A9,1999,7und8,A9,Arithmetik,True,A,D,False,True,,0.2165,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_7und8_A10,1999,7und8,A10,Geometrie,False,A,D,False,True,,0.19640000000000002,302.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_7und8_B1,1999,7und8,B1,Stochastik,True,D,B,False,True,,0.2585,608.0,"{
    ""answer"": ""B""
}",,
Ovis2.5-9B-vLLM,1999_7und8_B2,1999,7und8,B2,Geometrie,False,B,A,False,True,,0.20750000000000002,332.0,"{
    ""answer"": ""A""
}",,
Ovis2.5-9B-vLLM,1999_7und8_B3,1999,7und8,B3,Arithmetik,True,E,E,True,True,,0.268,700.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_7und8_B4,1999,7und8,B4,Arithmetik,True,B,E,False,True,,0.2064,342.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_7und8_B5,1999,7und8,B5,Arithmetik,True,C,C,True,True,,0.1966,302.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_7und8_B6,1999,7und8,B6,Arithmetik,True,C,E,False,True,,0.2132,378.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_7und8_B7,1999,7und8,B7,Algebra,False,D,D,True,True,,0.2175,424.0,"{
    ""answer"": ""D""
}",,
Ovis2.5-9B-vLLM,1999_7und8_B8,1999,7und8,B8,Geometrie,True,B,C,False,True,,0.2088,332.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_7und8_B9,1999,7und8,B9,Geometrie,False,C,E,False,True,,0.23420000000000002,516.0,"{
    ""answer"": ""E""
}",,
Ovis2.5-9B-vLLM,1999_7und8_B10,1999,7und8,B10,Arithmetik,True,A,C,False,True,,0.2053,322.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_7und8_C1,1999,7und8,C1,Geometrie,False,E,C,False,True,,0.21580000000000002,424.0,"{
    ""answer"": ""C""
}",,
Ovis2.5-9B-vLLM,1999_7und8_C2,1999,7und8,C2,Arithmetik,True,B,B,True,True,,0.28290000000000004,746.0,"{
    ""answer"": ""B""
}",,
